idVehiculo,deposito,tipoVehiculo,motivo,turno,grua,fechaEntrada,tipoVia,via,numero,cp
ES20240421041032,ESCUADRON,1.0,13,3,S383,2024-04-21T04:09:00,PLAZA,PUERTA DE MOROS,0,28005
ES20240421042042,ESCUADRON,3.0,7,3,S381,2024-04-21T04:19:00,CALLE,YEROS,1,28029
ES20240421073628,ESCUADRON,3.0,13,1,S363,2024-04-21T07:34:00,PLAZA,REPUBLICA DOMINICANA,SN,28016
ES20240421073755,ESCUADRON,3.0,13,1,S305,2024-04-21T07:37:00,CALLE,BRAVO MURILLO,375,28020
ES20240421073919,ESCUADRON,3.0,7,1,S337,2024-04-21T07:38:00,CALLE,RIBERA DE CURTIDORES,18,28005
ES20240421083056,ESCUADRON,3.0,7,1,S381,2024-04-21T08:29:00,PLAZA,CASCORRO,2,28005
ES20240421083112,ESCUADRON,3.0,7,1,S376,2024-04-21T08:30:00,GLORIETA,PUERTA TOLEDO,27,
ES20240421083735,ESCUADRON,7.0,7,1,S373,2024-04-21T08:36:00,CALLE,EMBAJADORES,3,28045
ES20240421083900,ESCUADRON,7.0,7,1,S373,2024-04-21T08:37:00,CALLE,EMBAJADORES,3,28045
ES20240421084003,ESCUADRON,1.0,7,1,S373,2024-04-21T08:39:00,CALLE,EMBAJADORES,3,28045
ES20240421091751,ESCUADRON,3.0,49,1,S334,2024-04-21T09:16:00,CALLE,GENOVA,1,28004
ES20240421094321,ESCUADRON,3.0,13,1,S336,2024-04-21T09:36:00,CALLE,GENOVA,0,28004
ES20240421095043,ESCUADRON,3.0,13,1,S312,2024-04-21T09:49:00,CALLE,FERNAN CABALLERO,58,28019
ES20240421134127,ESCUADRON,1.0,14,1,S373,2024-04-21T13:39:00,CALLE,GRAN VIA,45,28013
ES20240421134519,ESCUADRON,3.0,14,1,S395,2024-04-21T13:44:00,CALLE,GRAN VIA,73,28013
ES20240421135518,ESCUADRON,3.0,49,1,S334,2024-04-21T13:54:00,AVENIDA,MENDEZ ALVARO,76,28045
ES20240421165215,ESCUADRON,1.0,44,2,S373,2024-04-21T16:50:00,AVENIDA,MENENDEZ PELAYO,17,28007
ES20240421165432,ESCUADRON,1.0,16,2,S373,2024-04-21T16:52:00,AVENIDA,CIUDAD DE BARCELONA,206,28007
ES20240421181944,ESCUADRON,3.0,13,2,S377,2024-04-21T18:18:00,CALLE,FERRAZ,0,28008
ES20240421185525,ESCUADRON,1.0,14,2,S390,2024-04-21T18:53:00,CALLE,APODACA,8,28004
ES20240421201728,ESCUADRON,3.0,14,2,S376,2024-04-21T20:16:00,CALLE,FRANCISCO LAGUNA,21,28038
ES20240421205659,ESCUADRON,1.0,14,2,S338,2024-04-21T20:53:00,CALLE,ISAAC PERAL,SN,28040
ES20240421231748,ESCUADRON,3.0,14,3,S337,2024-04-21T23:16:00,CALLE,LOS ARCOS,8,28033
ES20240422014729,ESCUADRON,3.0,14,3,S388,2024-04-22T01:46:00,GLORIETA,DE LOS CARMENES,1,28047
ES20240422020921,ESCUADRON,3.0,13,3,S337,2024-04-22T02:05:00,CALLE,CAPITAN BLANCO ARGABAY,0,28029
ES20240422040055,ESCUADRON,3.0,13,3,S305,2024-04-22T03:55:00,PLAZA,DOCTOR LOZANO,16,28038
ES20240422040315,ESCUADRON,3.0,13,3,S367,2024-04-22T03:59:00,AUTOVIA,M30 CALZADA 1 LATERAL,SALIDA A-5 BAJADA,0
ES20240422045050,ESCUADRON,3.0,49,3,S388,2024-04-22T04:49:00,CALLE,VALVERDE,32,28004
ES20240422052349,ESCUADRON,3.0,13,3,S360,2024-04-22T05:22:00,CALLE,VALLE DE PINARES LLANOS,48,28035
ES20240422121029,ESCUADRON,3.0,14,1,S395,2024-04-22T12:08:00,CALLE,ALEJANDRO DUMAS,,28005
ES20240422121214,ESCUADRON,1.0,14,1,S373,2024-04-22T12:11:00,CALLE,GALILEO,,28003
ES20240422121340,ESCUADRON,1.0,16,1,S373,2024-04-22T12:12:00,PASEO,CASTELLANA,,28046
ES20240422121548,ESCUADRON,1.0,14,1,S373,2024-04-22T12:14:00,CALLE,CHANTADA,,28035
ES20240422135225,ESCUADRON,1.0,7,1,S373,2024-04-22T13:51:00,CALLE,SANTA ENGRACIA,,28003
ES20240422135357,ESCUADRON,1.0,7,1,S373,2024-04-22T13:53:00,CALLE,SANTA ENGRACIA,,28003
ES20240422135419,ESCUADRON,1.0,14,1,S373,2024-04-22T13:52:00,CALLE,AMPARO,84,28012
ES20240422135519,ESCUADRON,1.0,7,1,S373,2024-04-22T13:54:00,CALLE,ALCALA,,28022
ES20240422181508,ESCUADRON,1.0,18,2,S373,2024-04-22T18:12:00,CALLE,CRISTOBAL AGUILERA,6,28025
ES20240422182442,ESCUADRON,1.0,14,2,S373,2024-04-22T18:19:00,CALLE,FUENTE DEL BERRO,21,28028
ES20240422190225,ESCUADRON,3.0,13,2,S322,2024-04-22T19:01:00,PLAZA,SAN JAIME,54,28031
ES20240422192307,ESCUADRON,1.0,14,2,S315,2024-04-22T19:21:00,CALLE,SERRANO,24,28002
ES20240422195240,ESCUADRON,3.0,6,2,S352,2024-04-22T19:49:00,CALLE,ALBURQUERQUE,19,28010
ES20240422200402,ESCUADRON,4.0,14,2,,2024-04-22T19:55:00,PASEO,DE LOS OLIVOS,121,28004
ES20240422200920,ESCUADRON,3.0,14,2,S388,2024-04-22T20:07:00,PLAZA,EMPERADOR CARLOS V,0,28012
ES20240422205810,ESCUADRON,3.0,14,2,S385,2024-04-22T20:56:00,CALLE,NUESTRA SEÑORA DE LA SOLEDAD,0,0    
ES20240423014750,ESCUADRON,3.0,16,3,S367,2024-04-23T01:35:00,CALLE,ANICETO MARINAS,114,28008
ES20240423032708,ESCUADRON,3.0,42,3,S337,2024-04-23T03:20:00,CUESTA, DE LA VEGA,1,0    
ES20240423073939,ESCUADRON,3.0,7,1,S352,2024-04-23T07:38:00,CALLE,SIRIO,54,28007
ES20240423094829,ESCUADRON,4.0,3,1,S305,2024-04-23T09:47:00,CALLE,FERRAZ,SN,28008
ES20240423100014,ESCUADRON,3.0,7,1,S315,2024-04-23T09:58:00,CALLE,BLASCO DE GARAY,19,28015
ES20240423102914,ESCUADRON,3.0,31,1,S321,2024-04-23T10:28:00,CALLE,BOIX Y MORER,5,28003
ES20240423103811,ESCUADRON,3.0,7,1,S376,2024-04-23T10:37:00,CALLE,SIMCA,SN,28041
ES20240423104714,ESCUADRON,3.0,7,1,S352,2024-04-23T10:46:00,CALLE,TOMAS BRETON,38,28045
ES20240423111634,ESCUADRON,3.0,14,1,S315,2024-04-23T11:15:00,CALLE,ANTONIO LEYVA,,28019
ES20240423121312,ESCUADRON,3.0,54,1,S321,2024-04-23T12:11:00,CALLE,DOMENICO SCARLATTI,5,28003
ES20240423121440,ESCUADRON,3.0,7,1,S348,2024-04-23T12:13:00,CALLE,AGUACATE,43,28054
ES20240423121614,ESCUADRON,1.0,14,1,S373,2024-04-23T12:15:00,CALLE,CONCEJAL FRANCISCO JOSÉ JIMÉNEZ MARTÍN,100,28011
ES20240423122013,ESCUADRON,3.0,14,1,S326,2024-04-23T12:19:00,CALLE,GRAN VIA,,28013
ES20240423122207,ESCUADRON,3.0,7,1,S305,2024-04-23T12:21:00,CALLE,OFELIA NIETO,61,28039
ES20240423122713,ESCUADRON,3.0,42,1,S337,2024-04-23T12:26:00,CALLE,JORGE JUAN,,28001
ES20240423123709,ESCUADRON,3.0,7,1,S347,2024-04-23T12:36:00,CALLE,CAMINO LEGANES,,28021
ES20240423131111,ESCUADRON,1.0,14,1,S373,2024-04-23T13:10:00,PASEO,ERMITA DEL SANTO,,28019
ES20240423134546,ESCUADRON,1.0,14,1,S334,2024-04-23T13:44:00,CUESTA,SAN VICENTE,,28008
ES20240423174840,ESCUADRON,1.0,14,2,S377,2024-04-23T17:46:00,CALLE,ANGEL SANZ BRIZ,,
ES20240423175811,ESCUADRON,1.0,14,2,S323,2024-04-23T17:56:00,CALLE,ARMENGOT,21,28019
ES20240423181353,ESCUADRON,3.0,14,2,S334,2024-04-23T18:11:00,CALLE,PERIANA,2,28041
ES20240423182556,ESCUADRON,1.0,14,2,S373,2024-04-23T18:23:00,CALLE,AVDA MONASTERIO ESCORIAL,73,28049
ES20240423200101,ESCUADRON,3.0,14,2,S315,2024-04-23T19:59:00,AUTOVIA,M 30,0,0    
ES20240423200955,ESCUADRON,3.0,49,2,S352,2024-04-23T20:07:00,AVENIDA,DE LA INSTITUCIÓN LIBRE DE ENSEÑANZA,180,28037
ES20240423203532,ESCUADRON,3.0,14,2,S381,2024-04-23T20:33:00,CALLE,GUABAIRO,1,28047
ES20240423213710,ESCUADRON,1.0,13,2,S373,2024-04-23T21:35:00,CALLE,VILLASTAR,0,28021
ES20240423214035,ESCUADRON,1.0,14,2,S373,2024-04-23T21:38:00,CALLE,MAQUINARIA,8,28037
ES20240424002555,ESCUADRON,4.0,6,3,S337,2024-04-24T00:15:00,CALLE,FRAGATA,12,28019
ES20240424005527,ESCUADRON,3.0,14,3,S376,2024-04-24T00:53:00,AVENIDA,LOGROÑO,168,28042
ES20240424040328,ESCUADRON,3.0,14,3,S376,2024-04-24T03:50:00,CALLE,LUCHANA,11,28010
ES20240424071230,ESCUADRON,3.0,14,1,S315,2024-04-24T07:11:00,CALLE,ANICETO PEREZ,SN,28041
ES20240424092741,ESCUADRON,4.0,8,1,S334,2024-04-24T09:26:00,CALLE,DE LOS TEJARES,41,28019
ES20240424101311,ESCUADRON,3.0,3,1,S347,2024-04-24T10:12:00,CALLE,COMUNEROS DE CASTILLA,2,28019
ES20240424104856,ESCUADRON,3.0,13,1,S321,2024-04-24T10:47:00,CALLE,EDGAR NEVILLE,26,28020
ES20240424105110,ESCUADRON,3.0,14,1,S376,2024-04-24T10:50:00,CALLE,GENERAL RICARDOS,,28025
ES20240424105818,ESCUADRON,3.0,14,1,S305,2024-04-24T10:57:00,CALLE,DE LOS TEJARES,,28019
ES20240424111522,ESCUADRON,3.0,14,1,S375,2024-04-24T11:14:00,CALLE,MANUEL FERNANDEZ CABALLERO,,28019
ES20240424115016,ESCUADRON,4.0,44,1,S319,2024-04-24T11:49:00,CALLE,CAMINO PERALES,23,28041
ES20240424122214,ESCUADRON,3.0,8,1,S337,2024-04-24T12:21:00,CALLE,SIERRA DE MEIRA,,28038
ES20240424122609,ESCUADRON,3.0,33,1,S347,2024-04-24T12:24:00,CALLE,ALEIXANDRE,,28033
ES20240424123214,ESCUADRON,3.0,8,1,S315,2024-04-24T12:31:00,CALLE,SIERRA DE MEIRA,,28038
ES20240424124947,ESCUADRON,3.0,44,1,S376,2024-04-24T12:48:00,CALLE,CMNO PERALES,,28041
ES20240424135215,ESCUADRON,3.0,14,1,S378,2024-04-24T13:51:00,CALLE,LLANO CASTELLANO,SN,0
ES20240424162719,ESCUADRON,1.0,16,2,S373,2024-04-24T16:24:00,CALLE,ROBLES,13,28053
ES20240424171006,ESCUADRON,3.0,42,2,S315,2024-04-24T17:07:00,PASEO,DEL PINTOR ROSALES,4,28008
ES20240424174420,ESCUADRON,3.0,7,2,S376,2024-04-24T17:42:00,PASSEIG,PINTOR ROSALES,4,28008
ES20240424175136,ESCUADRON,3.0,44,2,S316,2024-04-24T17:50:00,CALLE,RUTILO,12,28041
ES20240424175627,ESCUADRON,1.0,37,2,S373,2024-04-24T17:54:00,PLAZA,SANTA CATALINA DE LOS DONADOS,1,28013
ES20240424183957,ESCUADRON,3.0,14,2,S328,2024-04-24T18:38:00,AVENIDA,NUESTRA SEÑORA DE VALVANE,,28025
ES20240424194906,ESCUADRON,3.0,14,2,S315,2024-04-24T19:46:00,AVENIDA,PABLO IGLESIAS,19,28039
ES20240424195250,ESCUADRON,3.0,14,2,S352,2024-04-24T19:51:00,AVENIDA,MENDEZ ALVARO,65,28053
ES20240424203526,ESCUADRON,1.0,14,2,S316,2024-04-24T20:33:00,CALLE,BELVIS DE LA JARA,25,28025
ES20240424204407,ESCUADRON,3.0,14,2,S329,2024-04-24T20:42:00,AVENIDA,CIUDAD DE BARCELONA,89,28007
ES20240424205910,ESCUADRON,1.0,14,2,S338,2024-04-24T20:56:00,CALLE,CARTAYA,3,0000 
ES20240424210221,ESCUADRON,3.0,14,2,S334,2024-04-24T21:00:00,CALLE,SESEÑA,35,28024
ES20240424212039,ESCUADRON,3.0,14,2,S370,2024-04-24T21:19:00,PASEO,REINA CRISTINA,117,28000
ES20240424212128,ESCUADRON,3.0,14,2,S312,2024-04-24T21:20:00,CALLE,RETABLO DE MELISENDRA,1,28034
ES20240424224145,ESCUADRON,3.0,14,3,S337,2024-04-24T22:37:00,AVENIDA,DE LOS POBLADOS,,28044
ES20240424230923,ESCUADRON,1.0,14,3,S315,2024-04-24T23:07:00,PASEO,DE FERROVIARIOS,11,28021
ES20240424231117,ESCUADRON,3.0,16,3,S363,2024-04-24T23:10:00,CALLE,DOCTOR ARCE,12,28002
ES20240425001012,ESCUADRON,1.0,49,3,S337,2024-04-25T00:06:00,CALLE,ESTRELLA POLAR,2,28007
ES20240425024547,ESCUADRON,3.0,13,3,S337,2024-04-25T02:44:00,CALLE,MANUEL NOYA,0,28026
ES20240425041238,ESCUADRON,3.0,42,3,S315,2024-04-25T04:10:00,CALLE,SAN SEBASTIAN,6,28012
ES20240425072354,ESCUADRON,1.0,13,1,S315,2024-04-25T07:22:00,AVENIDA,FELIPE II,,28009
ES20240425091409,ESCUADRON,3.0,7,1,S305,2024-04-25T09:13:00,CALLE,VIA LUSITANA,0,28054
ES20240425091443,ESCUADRON,3.0,7,1,S352,2024-04-25T09:13:00,CALLE,VIA LUSITANA,,28054
ES20240425092145,ESCUADRON,3.0,7,1,S381,2024-04-25T09:20:00,PASEO,GIGANTES Y CABEZUDOS,,28000
ES20240425093129,ESCUADRON,3.0,7,1,S337,2024-04-25T09:30:00,CALLE,VIA LUSITANA,2,28025
ES20240425100030,ESCUADRON,3.0,14,1,S379,2024-04-25T09:59:00,CALLE,RECTOR ROYOVILLANOVA,1,28040
ES20240425110147,ESCUADRON,3.0,14,1,S352,2024-04-25T11:00:00,GLORIETA,PUENTE DE SEGOVIA,,
ES20240425122358,ESCUADRON,3.0,44,1,S337,2024-04-25T12:23:00,CALLE,HERMANDAD,35,28025
ES20240425125201,ESCUADRON,3.0,7,1,S305,2024-04-25T12:51:00,PASEO,ERMITA DEL SANTO,11,28019
ES20240425125406,ESCUADRON,3.0,16,1,S352,2024-04-25T12:53:00,CALLE,ADORA,9,28041
ES20240425130432,ESCUADRON,3.0,6,1,S379,2024-04-25T13:03:00,CALLE,MORALZARZAL,,28034
ES20240425134359,ESCUADRON,1.0,14,1,S373,2024-04-25T13:43:00,CALLE,BRAGANZA,0,28025
ES20240425134628,ESCUADRON,1.0,14,1,S373,2024-04-25T13:45:00,ACCES,M30 EMBAJADORES,0,0    
ES20240425170443,ESCUADRON,1.0,14,2,S338,2024-04-25T17:03:00,PLAZA,PUERTA DE MOROS,0,28005
ES20240425175819,ESCUADRON,3.0,36,2,S370,2024-04-25T17:56:00,PLAZA,CIBELES,1,28014
ES20240425181504,ESCUADRON,4.0,14,2,S323,2024-04-25T18:13:00,AUTOVIA,A42,0,0    
ES20240425181530,ESCUADRON,3.0,46,2,S328,2024-04-25T18:11:00,CALLE,DE GALILEO,5,28015
ES20240425184929,ESCUADRON,3.0,54,2,S387,2024-04-25T18:43:00,CALLE,FUENCARRAL,55,28039
ES20240425185741,ESCUADRON,3.0,14,2,S337,2024-04-25T18:53:00,PASEO,PASEO DE LOS OLIVOS,119,28011
ES20240425190942,ESCUADRON,3.0,13,2,S322,2024-04-25T19:07:00,ACCES,ESTACION ODONEL,0,
ES20240425193414,ESCUADRON,3.0,30,2,S302,2024-04-25T19:25:00,CALLE,ISLAS BERMUDAS,29,28035
ES20240425200245,ESCUADRON,1.0,14,2,S390,2024-04-25T20:01:00,AVENIDA,OPORTO,65,28019
ES20240425200249,ESCUADRON,3.0,14,2,S389,2024-04-25T20:00:00,AVENIDA,DE VALLADOLID,81,28008
ES20240425205753,ESCUADRON,3.0,14,2,S394,2024-04-25T20:54:00,CALLE,DOMINGO PÀRRAGA,84,28021
ES20240425211143,ESCUADRON,4.0,13,2,S323,2024-04-25T21:10:00,GLORIETA,EMBAJADORES,1,28012
ES20240425213258,ESCUADRON,3.0,14,2,S336,2024-04-25T21:30:00,CALLE,DEL ESCANDON,4,28021
ES20240425232428,ESCUADRON,3.0,37,3,S337,2024-04-25T23:23:00,CALLE,BENICASIM,1,28011
ES20240426010144,ESCUADRON,4.0,13,3,S385,2024-04-26T00:55:00,CALLE,ROBLES,2,28053
ES20240426014331,ESCUADRON,3.0,13,3,S370,2024-04-26T01:40:00,CALLE,MARIA DE LAS MERCEDES DE BORBON,90,28055
ES20240426022715,ESCUADRON,7.0,13,3,S385,2024-04-26T02:05:00,CALLE,GENOVA,24,28004
ES20240426022759,ESCUADRON,7.0,13,3,S385,2024-04-26T02:10:00,CALLE,GENOVA,24,28004
ES20240426023426,ESCUADRON,3.0,44,3,S337,2024-04-26T02:05:00,CALLE,OLITE,14,28039
ES20240426030050,ESCUADRON,3.0,44,3,S381,2024-04-26T02:59:00,CALLE,OLITE,14,28039
ES20240426030342,ESCUADRON,3.0,13,3,S388,2024-04-26T03:00:00,CALLE,REINA MERCEDES,21,28020
ES20240426034941,ESCUADRON,3.0,13,3,S367,2024-04-26T03:48:00,AVENIDA,TRECE ROSAS,5,28017
ES20240426042829,ESCUADRON,3.0,37,3,S337,2024-04-26T04:27:00,CALLE,ARROYO DEL OLIVAR,38,28018
ES20240426044759,ESCUADRON,3.0,13,3,S381,2024-04-26T04:47:00,CALLE,SERRANO JOVER,1,28015
ES20240426051028,ESCUADRON,3.0,13,3,S387,2024-04-26T05:10:00,CALLE,CAZALEGAS,,28025
ES20240426083822,ESCUADRON,3.0,13,1,S315,2024-04-26T08:37:00,AVENIDA,MENDEZ ALVARO,,28053
ES20240426090833,ESCUADRON,3.0,30,1,S352,2024-04-26T09:06:00,CALLE,JESUS MAESTRO,5,28003
ES20240426091324,ESCUADRON,3.0,30,1,S305,2024-04-26T09:12:00,CALLE,JESUS MAESTRO,1,28003
ES20240426091652,ESCUADRON,3.0,26,1,S326,2024-04-26T09:15:00,CALLE,GENERAL RICARDOS,47,28025
ES20240426105531,ESCUADRON,3.0,7,1,S347,2024-04-26T10:54:00,CALLE,MELQUIADES BIENCINTO,,28053
ES20240426172818,ESCUADRON,3.0,7,2,S319,2024-04-26T17:24:00,CALLE,NICOLAS GODOY,20,28026
ES20240426174123,ESCUADRON,3.0,14,2,S388,2024-04-26T17:38:00,CALLE, ALCALA,42,28027
ES20240426185453,ESCUADRON,3.0,37,2,S328,2024-04-26T18:45:00,AVENIDA,HASTA EL KM. 8.500 ANDALUCIA,328,28041
ES20240426192950,ESCUADRON,3.0,14,2,S389,2024-04-26T19:28:00,CALLE,PUENTE DE SEGOVIA,0,0000 
ES20240426193245,ESCUADRON,3.0,14,2,S302,2024-04-26T19:30:00,CALLE,ROQUETAS DE MAR,27,28033
ES20240426193804,ESCUADRON,3.0,4,2,S367,2024-04-26T19:36:00,CALLE,MANUEL BARTOLOME COSSIO,1,28040
ES20240426195323,ESCUADRON,3.0,13,2,S352,2024-04-26T19:51:00,CALLE,MARCELO USERA,126,28026
ES20240426203003,ESCUADRON,3.0,14,2,S306,2024-04-26T20:29:00,CALLE,ARTURO SORIA,144,28027
ES20240426210253,ESCUADRON,3.0,13,2,S365,2024-04-26T21:00:00,AVENIDA,DEL VALLE,13,28020
ES20240427001558,ESCUADRON,3.0,16,3,S384,2024-04-27T00:15:00,PLAZA,COLON,,28046
ES20240427003030,ESCUADRON,3.0,13,3,S381,2024-04-27T00:10:00,CALLE,ALBERCHE,0,28045
ES20240427003730,ESCUADRON,3.0,13,3,S305,2024-04-26T23:15:00,CALLE,IMAGEN,26,28018
ES20240427005252,ESCUADRON,1.0,13,3,S321,2024-04-27T00:50:00,CALLE,BATALLA DEL SALADO,37,28045
ES20240427005744,ESCUADRON,3.0,16,3,S387,2024-04-27T00:50:00,PLAZA,COLON,0,28046
ES20240427010309,ESCUADRON,3.0,49,3,S365,2024-04-27T00:55:00,CARRETERA,VALDEMINGÓMEZ,0,28051
ES20240427011711,ESCUADRON,3.0,28,3,,2024-04-27T01:09:00,BASE,ESCUADRON,,0
ES20240427012324,ESCUADRON,1.0,20,3,S367,2024-04-27T01:20:00,CALLE,GENERAL RICARDOS,44,28025
ES20240427025755,ESCUADRON,3.0,14,3,S381,2024-04-27T02:55:00,CALLE,EDUARDO RIVAS,18,28019
ES20240427035540,ESCUADRON,3.0,13,3,S305,2024-04-27T03:45:00,CALLE,BAILEN,,28005
ES20240427035728,ESCUADRON,1.0,13,3,S305,2024-04-27T02:30:00,CALLE,GOYA,,28009
ES20240427040150,ESCUADRON,3.0,13,3,S388,2024-04-27T03:20:00,CALLE,SALAS DE BARBADILLO,43,28017
ES20240427040306,ESCUADRON,3.0,16,3,S384,2024-04-27T04:00:00,CARRETERA,BOADILLA DEL MONTE,54,28024
ES20240427040532,ESCUADRON,3.0,13,3,S321,2024-04-27T04:00:00,AUTOVIA,M11,0,
ES20240427041533,ESCUADRON,3.0,13,3,S381,2024-04-27T04:15:00,CALLE,FERRAZ,,28008
ES20240427050529,ESCUADRON,4.0,13,3,S385,2024-04-27T05:00:00,CALLE,NUESTRA SEÑORA DE VALVERDE,2,28034
ES20240427052221,ESCUADRON,3.0,49,3,S321,2024-04-27T05:20:00,AUTOVIA,A5,,0
ES20240427053202,ESCUADRON,3.0,13,3,S384,2024-04-27T05:15:00,AUTOVIA,A5,,0
ES20240427053821,ESCUADRON,3.0,54,3,S365,2024-04-27T05:20:00,CALLE,ARTURO SORIA,0,28033
ES20240427055448,ESCUADRON,3.0,13,3,S367,2024-04-27T05:52:00,CALLE,FERRAZ,18,28030
ES20240427062128,ESCUADRON,3.0,13,3,S388,2024-04-27T06:20:00,CALLE,M30,0,
ES20240427072515,ESCUADRON,3.0,24,1,S315,2024-04-27T07:23:00,CALLE,A 3,0,
ES20240427085942,ESCUADRON,4.0,7,1,S394,2024-04-27T08:58:00,AVENIDA,LOS POBLADOS,0,28044
ES20240427091159,ESCUADRON,3.0,13,1,S315,2024-04-27T09:09:00,ACCES,AUTOVIA A 5 KM. 8,0,
ES20240427091339,ESCUADRON,3.0,13,1,S328,2024-04-27T09:12:00,TUNEL,M 30,0,
ES20240427131218,ESCUADRON,3.0,31,1,S395,2024-04-27T13:11:00,CALLE,FERNANDO POO,26,28045
ES20240427133349,ESCUADRON,4.0,14,1,S328,2024-04-27T13:32:00,CALLE,MONTE ULIA,8,0
ES20240427153303,ESCUADRON,1.0,14,2,S337,2024-04-27T15:31:00,CALLE,ALCALA,333,28027
ES20240427165014,ESCUADRON,1.0,14,2,S373,2024-04-27T16:48:00,CALLE,DOCTOR MARAÑON,0,28046
ES20240427181451,ESCUADRON,3.0,14,2,S300,2024-04-27T18:12:00,CALLE,LOPEZ HOYOS,478,28002
ES20240427183812,ESCUADRON,3.0,30,2,S336,2024-04-27T18:35:00,PASEO,RECOLETOS,0,28004
ES20240427185857,ESCUADRON,3.0,14,2,S379,2024-04-27T18:57:00,AVENIDA,PARTENON,1,28042
ES20240427190210,ESCUADRON,3.0,30,2,S352,2024-04-27T18:58:00,PASEO,RECOLETOS,0,28004
ES20240427190444,ESCUADRON,3.0,30,2,S377,2024-04-27T19:03:00,CALLE,BARBARA  DE  BRAGANZA,SN,28004
ES20240427192132,ESCUADRON,3.0,54,2,S394,2024-04-27T19:20:00,PLAZA,CEBADA,1,28005
ES20240427193351,ESCUADRON,1.0,14,2,S373,2024-04-27T19:32:00,CALLE,BLAS  CABRERA,SN,28044
ES20240427193838,ESCUADRON,1.0,14,2,S373,2024-04-27T19:34:00,CALLE,JOSE SANCHEZ PESCADOR,9,28007
ES20240427201431,ESCUADRON,3.0,30,2,S337,2024-04-27T20:12:00,PASEO,RECOLETOS,SN,28004
ES20240427210718,ESCUADRON,3.0,14,2,S381,2024-04-27T21:05:00,CALLE,CERRO DE LA CARRASQUETA,61,28035
ES20240427211100,ESCUADRON,3.0,7,2,S334,2024-04-27T21:09:00,CALLE,FERNANDEZ DE LOS RIOS,62,28015
ES20240427233313,ESCUADRON,3.0,44,3,S352,2024-04-27T23:30:00,CALLE,MATILDE HERNANDEZ,77,28025
ES20240428005541,ESCUADRON,3.0,14,2,S376,2024-04-27T20:10:00,CALLE,MARQUES DE VIANA,14,28039
ES20240428010018,ESCUADRON,3.0,6,3,S376,2024-04-28T00:45:00,CALLE,ARIEL,9,28045
ES20240428010856,ESCUADRON,6.0,54,3,S365,2024-04-28T01:05:00,AUTOVIA,M30,0,
ES20240428021016,ESCUADRON,4.0,46,3,S305,2024-04-28T02:08:00,CALLE,MARÍA CALLAS,10,28021
ES20240428025002,ESCUADRON,3.0,13,3,S376,2024-04-28T02:50:00,PLAZA,MENENDEZ PELAYO,0,28040
ES20240428034632,ESCUADRON,3.0,13,3,S387,2024-04-28T03:40:00,CALLE,PRINCESA,90,28008
ES20240428040104,ESCUADRON,3.0,7,3,S315,2024-04-28T03:55:00,PLAZA,DEL GENERAL VARA DE REY,12,28005
ES20240428040524,ESCUADRON,4.0,13,3,S381,2024-04-28T04:00:00,CALLE,PRINCESA,,28008
ES20240428040824,ESCUADRON,4.0,13,3,S337,2024-04-28T04:00:00,CALLE, POETA BLAS DE OTERO,2,
ES20240428045722,ESCUADRON,3.0,13,3,S388,2024-04-28T04:50:00,CALLE,GRAN VIA DE VILLAVERDE,FAROLA90,28021
ES20240428051710,ESCUADRON,3.0,7,3,S337,2024-04-28T05:15:00,CALLE,FERRAZ,37,28008
ES20240428052325,ESCUADRON,3.0,13,3,S384,2024-04-28T05:05:00,CALLE,AJOFRIN,4,28037
ES20240428053218,ESCUADRON,1.0,14,3,S385,2024-04-28T05:15:00,PLAZA,JACINTO BENAVENTE,,28012
ES20240428062523,ESCUADRON,3.0,13,3,S388,2024-04-28T06:00:00,CALLE,ANTONIO LÓPEZ,264,28019
ES20240428074004,ESCUADRON,3.0,13,1,S313,2024-04-28T07:36:00,AVENIDA,EL FERROL,11,28029
ES20240428074505,ESCUADRON,3.0,7,1,S302,2024-04-28T07:43:00,CALLE,RIBERA DE CURTIDORES,8,28005
ES20240428075838,ESCUADRON,3.0,13,1,S337,2024-04-28T07:37:00,CALLE,ANTONIO LOPEZ,0,0    
ES20240428092417,ESCUADRON,3.0,13,1,S389,2024-04-28T09:23:00,CALLE,CALLE 30,0,
ES20240428101219,ESCUADRON,1.0,13,1,S337,2024-04-28T10:09:00,VIA,CARPETANA,0,28046
ES20240428152151,ESCUADRON,3.0,13,2,S337,2024-04-28T15:19:00,CALLE,QUERO,99,28024
ES20240428164203,ESCUADRON,1.0,16,2,S373,2024-04-28T16:40:00,CALLE,ALFONSO XII,0,28014
ES20240428164348,ESCUADRON,1.0,8,2,S373,2024-04-28T16:42:00,AVENIDA,MENENDEZ PELAYO,17,28009
ES20240428164444,ESCUADRON,1.0,8,2,S373,2024-04-28T16:43:00,AVENIDA,MENENDEZ PELAYO,17,28007
ES20240428205709,ESCUADRON,3.0,14,2,S315,2024-04-28T20:55:00,CALLE,CEBREROS,80,28011
ES20240428235413,ESCUADRON,3.0,13,3,S382,2024-04-28T23:50:00,CALLE,ARCOS DE JALÓN,70,28037
ES20240429010333,ESCUADRON,3.0,13,3,S381,2024-04-29T01:00:00,CALLE,LA MEZQUITA,1,28041
ES20240429041007,ESCUADRON,3.0,13,3,S347,2024-04-29T03:55:00,CALLE,AMOR HERMOSO,0,28026
